PUBCHEM_CID,PUBCHEM_SID,SAMPLE_NAME
31356,144213284,"Tris(2,3-dibromopropyl) phosphate"
31357,144210427,Tributyl phosphate
31357,144209070,Tributyl phosphate
31362,144210876,"2,4,7,9-Tetramethyl-5-decyne-4,7-diol"
31362,144208846,"2,4,7,9-Tetramethyl-5-decyne-4,7-diol"
31368,144208552,Methacrylonitrile
31368,144213489,Methacrylonitrile
31370,144208196,"1-Chloro-2-propanol, technical grade (~75% 1-chloro-2-propanol; ~25% 2-chloro-1-propanol)"
31373,144208394,Tetrachloroethylene
31374,144209372,"N,N-Dimethylacetamide"
31374,144213104,"N,N-Dimethylacetamide"
31378,144206895,Fludrocortisone
31378,144206253,Fludrocortisone
31378,170464959,Fludrocortisone
31386,144211507,Diphenylsulfone
31389,144208100,Sodium 3-nitrobenzenesulfonate
31390,144205525,Sulfabenz
31390,170466378,Sulfabenz
31398,144211685,N-Chlorosuccinimide
31404,144207086,Butylated hydroxytoluene
31404,144208291,Butylated hydroxytoluene
31404,144213719,Butylated hydroxytoluene
31404,170466785,Butylated hydroxytoluene
31405,144207640,"2,6-Di-tert-butylphenol"
31405,144210411,"2,6-Di-tert-butylphenol"
31420,144211000,"1,4-Diaminoanthraquinone"
31423,144214024,Pyrene
31426,144209672,2-Methyl-1-nitroanthraquinone
31432,144207329,"1,1-Dichloro-3,3-dimethylbutan-2-one"
31473,144206871,Amoproxan
31475,144205449,Rafoxanide
31475,170466601,Rafoxanide
31477,144205272,Metipranolol
31492,144213922,"2,4,5-Trimethyl-3-oxazoline"
31553,144204621,Silybin
31553,144207953,Silybin
31553,170466469,Silybin
31573,144212540,Dimethametryn
31593,144205917,Benznidazole
31593,170466539,Benznidazole
31635,170466236,Enfenamic acid
31645,144211320,Pirimicarb
31657,144211473,Oxamyl
31657,144208929,Oxamyl
31677,144211257,Butachlor
31728,144204154,Ritodrine hydrochloride
31736,144210943,Monobenzyl phthalate
31772,144204155,Nifurtimox
31799,144205980,Bevonium metilsulfate
31899,144211095,Formetanate hydrochloride
31954,144213035,Phenoxyethyl propionate
31957,144211764,Pirimiphos-ethyl
32065,144212839,"5H-5-Methyl-6,7-dihydrocyclopenta[b]pyrazine"
32152,144212097,Ethirimol
32154,144211481,Propyzamide
32154,144208611,Propyzamide
32169,144204160,Articaine hydrochloride
32169,170464825,Articaine hydrochloride
32184,144211895,Triazophos
32241,144211400,"2,6-Diisopropylnaphthalene"
32322,144205474,Lorbamate
32343,144205280,Rose Bengal disodium
32346,144207368,2-Benzimidazolylurea
32484,144212462,"2,6-Diisopropylaniline"
32485,144209000,2-Ethyl-6-methylaniline
32485,144213857,2-Ethyl-6-methylaniline
32490,144211530,Propamocarb
32518,144210908,Tridemorph
32593,144205328,Lenperone
32594,251919890,2-Isobutyl-3-methoxypyrazine
32681,144204162,Rescinnamine
32731,144205566,Dantrolene sodium
32731,144212314,Dantrolene sodium
32731,170464793,Dantrolene sodium
32739,144211142,Chlormephos
32778,144205252,Glisoxepide
32793,144213979,tert-Dodecanethiol
32798,144204967,Clobetasol propionate
32798,170465385,Clobetasol propionate
32872,144212536,Isofenphos
32897,144211861,2-((Dimethylamino)methyl)phenol
32912,144211987,2-Hexyldecanoic acid
32933,144213732,"3-(Dodecenyl)dihydro-2,5-furandione"
32933,144209115,"3-(Dodecenyl)dihydro-2,5-furandione"
32995,144206886,"N,N-Dimethyl-2-(2-phenylacetamido)acetamide"
33005,144209944,"Ethanedioic acid, calcium salt (1:1)"
33032,144206604,L-Glutamic acid
33039,144205929,Alovudine
33039,170466324,Alovudine
33094,144213771,Methyl 2-methylbenzoate
33133,144208297,TXP
33176,144206860,Clometacine
33254,144204908,Minaprine dihydrochloride
33254,170466172,Minaprine dihydrochloride
33255,144205244,Cefazolin
33255,170465254,Cefazolin
33256,144212234,Fosamine ammonium
33263,144207663,"2-(2H-Benzotriazol-2-yl)-4,6-bis(1,1-dimethylpropyl)phenol"
33286,144208893,Dimethyldiallylammonium chloride
33286,144213672,Dimethyldiallylammonium chloride
33309,144206277,Cambendazole
33334,144205517,Frentizole
33334,170466453,Frentizole
33344,144210519,5-Chloro-2-methyl-3(2H)-isothiazolone
33344,144206242,5-Chloro-2-methyl-3(2H)-isothiazolone
33360,144211429,Ethofumesate
33443,144211736,Secbumeton
33478,144204182,Pivampicillin
33478,170466065,Pivampicillin
33498,170466755,7-Aminodeacetoxycephalosporanic acid
33500,144211883,Profluralin
33528,144208657,Octhilinone
33528,144210883,Octhilinone
33557,144210344,Sodium azide
33557,144209659,Sodium azide
33565,144212585,Triforine
33599,144210848,"1,2-Benzenedicarboxylic acid, di-C9-11-branched alkyl esters, C10-rich"
33611,144205967,Lofepramine hydrochloride
33611,170465926,Lofepramine hydrochloride
33613,144204855,Amoxicillin sodium
33624,144204165,(S)-Timolol
33624,170465062,(S)-Timolol
33630,144207095,Penfluridol
33630,170466197,Penfluridol
33733,144210630,Diisodecyl hexanedioate
33733,144209500,Diisodecyl hexanedioate
33741,144205141,Tramadol hydrochloride
33741,170464654,Tramadol hydrochloride
33775,144209241,Norflurazon
33775,144211018,Norflurazon
33786,144211857,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl"
33919,144208193,Ensulizole
33919,144205934,Ensulizole
33919,170465490,Ensulizole
33925,144204542,Eterobarb
33925,170466441,Eterobarb
33934,144207664,Diisooctyl phthalate
33960,144212887,6-Pentyl-2H-pyran-2-one
34001,144205763,Cetraxate hydrochloride
34001,170465783,Cetraxate hydrochloride
34040,144204361,Nicergoline
34040,170465878,Nicergoline
34051,144206849,Tolindate
34081,144206687,Nicomolol
34081,170465790,Nicomolol
34192,144209558,Thiobencarb
34192,144211472,Thiobencarb
34286,144213026,2-Methyl-3-furanthiol
34306,144213728,Isooctyl 2-mercaptoacetate
34312,144204534,Oxcarbazepine
34312,170464811,Oxcarbazepine
34313,144211649,Methfuroxam
34359,144204461,Carbidopa
34458,144204002,Canadine
34458,170466799,Canadine
34468,144212538,Dinitramine
34469,144211011,Prodiamine
34526,144211035,Pirimiphos-methyl
34632,144204173,Moricizine hydrochloride
34632,170465141,Moricizine hydrochloride
34665,144208098,2-Amino-4-thiazoleacetic acid
34697,144210179,Isodecyl diphenyl phosphate
34757,144208277,"2-Amino-5,6-dimethylbenzothiazole"
34763,144207619,Isodecyl methacrylate
34766,144211673,Ethiofencarb
34767,170466703,Ethyl 4-oxo-1-piperidinecarboxylate
34870,144206864,Amineptine
35330,170465239,Bitolterol
35370,144204445,3'-Azido-3'-deoxythymidine
35370,144209401,3'-Azido-3'-deoxythymidine
35370,144210895,3'-Azido-3'-deoxythymidine
35370,144203613,3'-Azido-3'-deoxythymidine
35370,170464737,3'-Azido-3'-deoxythymidine
35375,144204169,Etofenamate
35375,170466266,Etofenamate
35455,144205761,Feprazone
35455,170465969,Feprazone
35740,170465432,Iodoxamic Acid
35751,144206862,4'-Piperidinylcarbonylmethoxyacetophenone
35785,144213934,1-(5-Isopropyl-2-methyl-cyclohex-2-enyl)-propan-1-one
35803,170466492,Cyclobendazole
35805,144206269,Ormeloxifene
35969,144212698,Thiocyclam oxalate
36081,144207378,4-tert-Butylcyclohexyl acetate
36102,144205326,Tosifen
36143,144205697,Oxfenicine
36143,170466530,Oxfenicine
36159,144208341,Pentabromodiphenyl ether
36159,144207354,"2,2',4,4',5-Pentabromodiphenyl ether"
36190,144205351,Guaiactamine
36242,144209111,Procymidone
36242,144213945,Procymidone
36273,144205762,Amdinocillin
36273,170465354,Amdinocillin
36274,144212221,Procyazine
36294,144204177,Tobramycin
36303,144205523,Proroxan
36303,170466529,Proroxan
36314,144205660,Paclitaxel
36324,144204851,Amitraz
36324,144208555,Amitraz
36324,144211247,Amitraz
36324,170465703,Amitraz
36326,144212063,"N'-(2,4-Dimethylphenyl)-N-methylformamidine"
36339,144204179,Etomidate
36339,170465117,Etomidate
36354,144205555,Alinidine
36382,144212329,4-Hexylaniline
36383,144213264,HC Blue 2
36383,144209455,HC Blue 2
36392,144211650,Fluchloralin
36565,144211437,Butralin
36584,251919775,Terbumeton
36605,144206990,Citicoline sodium
36605,144204769,Citicoline sodium
36606,144209426,Isopropalin
36606,144210740,Isopropalin
36663,144205521,Flazalone
36663,170466368,Flazalone
36679,144211646,Isoproturon
36811,144203677,Dobutamine
36811,170465050,Dobutamine
36822,144212909,"5,6,7,8-Tetrahydroquinoxaline"
36870,144211536,Prothiofos
37028,251919983,Metribuzin-DA
37034,144209668,"2,2',4,4',5,5'-Hexachlorobiphenyl"
37123,144209167,Diflubenzuron
37123,144213455,Diflubenzuron
37125,144211675,Sulprofos
37175,144208749,Imazalil
37175,144211037,Imazalil
37274,144204777,Etazolate hydrochloride
37274,170466445,Etazolate hydrochloride
37384,144205451,Diamfenetide
37384,170466181,Diamfenetide
37392,144204188,Halofantrine hydrochloride
37392,170465140,Halofantrine
37497,144206521,Etidocaine
37511,144205850,Dimepranol
37517,144211182,Iprodione
37517,144208874,Iprodione
37524,144212449,"2,2,6,6-Tetramethylpiperidin-4-amine"
37542,144208165,Ribavirin
37542,144203810,Ribavirin
37542,170464657,Ribavirin
37767,144206970,Pipothiazine palmitate
37768,144204752,Amikacin
37768,170465345,Amikacin
37829,144209262,Dichlormid
37829,144213773,Dichlormid
37907,144205896,Climbazole
37907,170465557,Climbazole
37910,144205452,Tolamolol
37995,144211889,Etrimfos
38010,144204192,Penbutolol sulfate
38018,144207381,Aroclor 1260
38037,144209446,Aroclor 1016
38072,144205901,Cridanimod
38072,170466071,Cridanimod
38102,144205818,Indoramin hydrochloride
38102,170466233,Indoramin hydrochloride
38103,144207037,Cephradine
38103,170465355,Cephradine
38221,144207692,"2,4-Diaminoanisole sulfate"
38235,144212168,Thiofanox
38258,144205665,Imidazolidinyl urea
38258,144212642,Imidazolidinyl urea
38282,170466687,4-(4-Chlorophenyl)-4-piperidinol
38283,144212236,Cyphenothrin
38284,144209566,3-Phenoxybenzaldehyde
38284,144213665,3-Phenoxybenzaldehyde
38347,144207157,4-Hydroperoxy cyclophosphamide
38360,144213799,4-Hexyloxyaniline
38409,144205235,Ticrynafen
38409,144205234,Ticrynafen
38479,144211184,Pendimethalin
38479,144209094,Pendimethalin
38764,144208321,4-Hexyl-4'-cyanobiphenyl
38779,144211069,Profenofos
38852,144204468,Methyldopa
38852,144209229,Methyldopa sesquihydrate
38852,144210800,Methyldopa sesquihydrate
38852,170464643,Methyldopa
38853,144209808,Methyldopa
38854,144212982,Metamitron
38855,144213927,Propylene glycol dipelargonate
38882,144205952,Pyridoxal phosphate hydrate
38882,170466028,Pyridoxal phosphate hydrate
38884,144211744,Bupirimate
38911,144204332,Ciclopirox
38911,170464708,Ciclopirox
39040,144212736,"2,7,8,9-Tricyclazole"
39042,144204196,Bezafibrate
39042,144212162,Bezafibrate
39042,170465743,Bezafibrate
39147,144204197,Nadolol
39147,170464945,Nadolol
39186,144204449,(+)-Diltiazem
39186,170464699,(+)-Diltiazem
39214,144203765,Nimustine
39214,170466029,Nimustine
39223,144211150,Isazofos
39230,144211933,Bifenox
39299,144205375,Clopirac
39299,170466360,Clopirac
39324,144206530,Bevantolol hydrochloride
39327,144211144,Oxyfluorfen
39327,144208646,Oxyfluorfen
39328,144205327,Pranolium chloride
39328,170466127,Pranolium chloride
39385,144211203,Triadimefon
39424,144211025,Difenzoquat metilsulfate
39424,144208684,Difenzoquat metilsulfate
39485,144212040,2-Phenoxyethyl acrylate
39526,144205721,Azaclorzine
39526,170466407,Azaclorzine
39562,144203732,Lonidamine
39562,144209504,Lonidamine
39562,170466647,Lonidamine
39676,144211418,Vinclozolin
39676,144209358,Vinclozolin
39764,144206024,Vecuronium bromide
39764,170465295,Vecuronium bromide
39800,251919715,2-Methyl-3(2H)-isothiazolone
39801,144212988,9-Decenyl acetate
39836,144204471,L-NAME
39836,170466867,L-NAME
39912,144206692,Dexibuprofen
39965,144211062,Hexazinone
39965,144208863,Hexazinone
39985,144211096,Diclofop-methyl
40000,144209025,Budesonide
40000,144204204,Budesonide
40000,144213132,Budesonide
40087,144210968,Thidiazuron
40114,144206230,Disodium 5-methyltetrahydrofolate
40127,144204205,Carteolol hydrochloride
40127,170465122,Carteolol hydrochloride
40273,144211801,"2-Chloro-1,4-diethoxybenzene"
40301,144207369,2-Amino-4-phenylthiazole hydrobromide hydrate
40326,144205180,Permethrin
40326,144211008,Permethrin
40326,144208784,Permethrin
40399,144213864,Exifone
40399,144208648,Exifone
40399,170466234,Exifone
40463,251919739,cis-Permethrin in cyclohexane
40475,251919985,"2,2',3,4',5,5',6-Heptachloro-1,1'-biphenyl"
40520,144211880,Flamprop-isopropyl
40585,144208630,Deltamethrin
40585,144213326,Deltamethrin
40632,144203776,Pirfenidone
40632,170465606,Pirfenidone
40703,144206502,Pinaverium bromide
40813,144212569,Pyrinuron
40854,144206994,Oxfendazole
40854,144212700,Oxfendazole
40854,170466223,Oxfendazole
40973,144206006,Desogestrel
41022,144207406,Flecainide acetate
41109,144205378,Etofylline clofibrate
41114,144212149,Nicardipine hydrochloride
41206,144208698,"3,3',5,5'-Tetramethylbenzidine"
41206,144213467,"3,3',5,5'-Tetramethylbenzidine"
41270,144212523,"1,4-Dioxacyclohexadecane-5,16-dione"
41331,144212295,4-Ethoxy-4-oxobut-2-enoic acid
41368,144214038,Triadimenol
41375,144206929,Cefuroxime
41375,144208082,Cefuroxime
41375,144204700,Cefuroxime
41381,144211399,Ethalfluralin
41384,144209534,Carbosulfan
41384,144210791,Carbosulfan
41385,144210741,Dimethipin
41385,144208842,Dimethipin
41428,144214034,Triclopyr
41448,170466166,Isoxepac
41463,144211564,Pyridate
41478,144208126,Tetrakis(hydroxymethyl)phosphonium sulfate
41574,170466341,Arprinocid
41632,144212748,Mepronil
41684,144208424,Nitazoxanide
41684,144204569,Nitazoxanide
41684,170465090,Nitazoxanide
41690,144212196,4-Cyclohexylcyclohexanone
41718,251919774,Terbufos sulfone
41781,144204213,Torsemide
41781,170465279,Torsemide
41909,251919737,Diketometribuzin
42040,170466227,Fluretofene
42373,144206275,Celiprolol hydrochloride
42373,170465958,Celiprolol hydrochloride
42504,144212806,Furalaxyl
42574,144205961,Closantel
42574,170466628,Closantel
42586,144205623,Metalaxyl
42586,144209259,Metalaxyl
42586,144211107,Metalaxyl
42586,170466808,Metalaxyl
42725,144205322,Dianiline
42725,170466192,Dianiline
42745,144212198,"3,5,5-Trimethylhexyl acetate"
42802,251919760,5-Methyl-2-octanone
42963,144205682,Lidofenin
42963,170466325,Lidofenin
42981,144212074,Laurocapram
43032,144206166,Midazolam hydrochloride
43032,170465015,Midazolam hydrochloride
43079,144209360,Fluridone
43079,144210520,Fluridone
43116,144207181,Vindesine sulfate salt
43226,144210967,Fenarimol
43226,144208829,Fenarimol
43231,144204220,Clorsulon
43231,144206558,Clorsulon
43231,170466229,Clorsulon
43233,144205960,Azaconazole
43233,144212169,Azaconazole
43234,144208667,Propiconazole
43234,144211176,Propiconazole
43261,144204935,Amiprilose hydrochloride
43261,170466567,Amiprilose hydrochloride
43371,144211552,N-Nitrosobis(2-oxopropyl)amine
43507,144204221,Ceforanide
43593,144206015,Cefonicid sodium
43598,144212819,3-(2-Methyl-3-furylthio)-4-heptanone
43704,144214027,Nitrothal-isopropyl
43815,144206674,Paroxetine
43815,170465075,Paroxetine
43961,144205908,Bipenamol
43961,170466781,Bipenamol
44072,144207589,Acifluorfen-sodium
44072,144206456,Acifluorfen-sodium
44073,144209037,Acifluorfen
44073,144211077,Acifluorfen
44093,144204441,Captopril
44093,170464644,Captopril
44112,144205570,Bopindolol
44112,170466106,Bopindolol
44368,144210136,7-Methylbenzo(a)pyrene
44383,144204225,Terazosin hydrochloride
44383,170465073,Terazosin hydrochloride
44561,144204917,Foscarnet trisodium
44561,170465060,Foscarnet trisodium
44564,170465346,Lodoxamide
47289,251919642,4-(N-Methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone
47320,144204341,Atracurium besylate
47326,144211199,Fenpropathrin
47326,144208729,Fenpropathrin
47364,251919986,Arsenobetaine
47445,144212191,Triflumuron
47455,144212230,Triclopyr-butotyl
47462,144206494,Lobenzarit sodium
47471,144204175,Butoconazole nitrate
47471,170464901,Butoconazole nitrate
47491,144207453,Chlorsulfuron
47510,144207190,Lidamidine
47510,170466410,Lidamidine
47528,144204519,Nicorandil
47528,170465582,Nicorandil
47649,144213899,Methyl 2-methyl-3-furyl disulfide
47812,144204371,Pergolide methanesulfonate
47812,170465250,Pergolide methanesulfonate
47866,144205627,Cyromazine
47866,144209044,Cyromazine
47866,144211101,Cyromazine
47866,170466498,Cyromazine
47898,144214046,Flutolanil
47936,144204491,Forskolin
47936,144212716,Forskolin
47936,170466094,Forskolin
47938,144211483,Fenoxaprop-ethyl
47965,144204202,Cefadroxil
47965,170464658,Cefadroxil
47979,144205502,Veralipride
48040,144207047,Encainide hydrochloride
48229,144206137,Talniflumate
48229,170466420,Talniflumate
49381,144205333,Fluperlapine
49381,170466413,Fluperlapine
49837,144211187,"3,4-Dichloro-5-isothiazolecarboxylic acid"
50108,170464639,Isosulfan blue
50222,170466221,Enciprazine
50248,144205784,Triclabendazole
50287,144205594,Tiotidine
50287,170466487,Tiotidine
50293,144211563,2-Chloro-5-trichloromethylpyridine
50294,144206699,Nedocromil
50294,170464978,Nedocromil
50312,170466497,Fiacitabine
50367,144211405,Buprofezin
50465,144211413,Fluroxypyr
50491,144206633,Pivoxil Sulbactam
50491,170466792,Pivoxil Sulbactam
50516,144207443,Fluvalinate
50599,144209531,"2',3'-Dideoxyinosine"
50599,144205285,"2',3'-Dideoxyinosine"
50599,144210892,"2',3'-Dideoxyinosine"
50599,170464863,"2',3'-Dideoxyinosine"
50895,144212174,Haloxyfop
50896,144208995,Haloxyfop-methyl
50896,144213430,Haloxyfop-methyl
50897,144211402,Fluazifop-butyl
50942,144205130,Doxofylline
50942,170466312,Doxofylline
51039,144204431,Cefaclor
51039,170464885,Cefaclor
51040,144204980,Avobenzone
51040,144209994,"1-(4-tert-Butylphenyl)-3-(4-methoxyphenyl)propane-1,3-dione"
51040,170464749,Avobenzone
51045,144206141,Bucindolol
51045,170466320,Bucindolol
51082,144203748,Mitoxantrone
51082,170465183,Mitoxantrone
51173,144204463,Flurofamide
51173,170466495,Flurofamide
51369,144211874,Benalaxyl
51392,144211658,N-[3-(Dimethylamino)propyl]dodecanamide
51556,144210836,Fomesafen
51556,144208593,Fomesafen
51576,144204509,Acifran
51576,170466616,Acifran
51605,144211526,Fenoxycarb
51634,144204381,Miglustat
51634,170464950,Miglustat
51683,144205611,Swainsonine
51755,170466486,Fenticonazole nitrate
51763,144204758,Apraclonidine hydrochloride
52195,170465192,Indecainide
52923,144211369,Sethoxydim
52997,144212160,Sulfometuron-methyl
52999,144208054,Metsulfuron-methyl
53001,144204410,Dazoxiben
53025,144204232,Cefotetan
53172,144211978,"1,3-Bis(isocyanatomethyl)cyclohexane"
53232,144204439,Lovastatin
53232,144208673,Lovastatin
53232,144210588,Lovastatin
53232,170464913,Lovastatin
53359,144206867,Tolrestat
53388,144204504,Rimcazole dihydrochloride
